1449675784453    ,1449675818177    ,33724    
1449675754388    ,1449675777871    ,23483    
1449675435761    ,1449675513560    ,77799    
1449675827545    ,1449675850954    ,23409    
1449675435732    ,1449675474783    ,39051    
1449675818536    ,1449675852047    ,33511    
1449675683193    ,1449675714748    ,31555    
1449675673166    ,1449675696232    ,23066    
1449675746361    ,1449675768687    ,22326    
1449675716274    ,1449675749389    ,33115    
1449675600988    ,1449675647329    ,46341    
1449675986917    ,1449676017216    ,30299    
1449675565177    ,1449675610043    ,44866    
1449675954846    ,1449675987877    ,33031    
1449675647101    ,1449675680658    ,33557    
1449675612037    ,1449675655188    ,43151    
1449675998936    ,1449676021708    ,22772    
1449675505753    ,1449675553818    ,48065    
1449675887710    ,1449675920084    ,32374    
1449675468646    ,1449675499251    ,30605    
1449675854607    ,1449675888450    ,33843    
1449675546851    ,1449675577644    ,30793    
1449675925790    ,1449675948465    ,22675    
1449675512776    ,1449675543830    ,31054    
1449675916767    ,1449675940702    ,23935    
1449675803502    ,1449675825638    ,22136    
1449675783435    ,1449675817813    ,34378    
1449675852589    ,1449675884477    ,31888    
1449675435761    ,1449675505288    ,69527    
1449675819557    ,1449675853467    ,33910    
1449675435718    ,1449675474725    ,39007    
1449675713257    ,1449675745980    ,32723    
1449675682186    ,1449675715828    ,33642    
1449675753384    ,1449675784642    ,31258    
1449675729338    ,1449675752677    ,23339    
1449675611007    ,1449675643921    ,32914    
1449675974888    ,1449675997201    ,22313    
1449675579977    ,1449675611299    ,31322    
1449675953843    ,1449675985000    ,31157    
1449675657136    ,1449675679976    ,22840    
1449676022986    ,1449676044709    ,21723    
1449675645094    ,1449675677319    ,32225    
1449675995935    ,1449676028316    ,32381    
1449675511750    ,1449675545685    ,33935    
1449675885707    ,1449675919954    ,34247    
1449675500722    ,1449675536974    ,36252    
1449675853599    ,1449675885841    ,32242    
1449675556918    ,1449675605082    ,48164    
1449675922784    ,1449675958601    ,35817    
1449675545840    ,1449675578107    ,32267    
1449675901734    ,1449675924211    ,22477    
1449675794480    ,1449675817966    ,23486    
1449675779439    ,1449675802023    ,22584    
1449675435759    ,1449675504328    ,68569    
1449675852587    ,1449675875814    ,23227    
1449675435786    ,1449675467367    ,31581    
1449675819563    ,1449675842372    ,22809    
1449675705245    ,1449675727969    ,22724    
1449675681187    ,1449675703936    ,22749    
1449675751378    ,1449675782584    ,31206    
1449675722293    ,1449675744998    ,22705    
1449675606999    ,1449675646015    ,39016    
1449675989931    ,1449676012458    ,22527    
1449675578937    ,1449675611164    ,32227    
1449675965867    ,1449675988547    ,22680    
1449675650113    ,1449675682101    ,31988    
1449675613029    ,1449675645311    ,32282    
1449676018978    ,1449676041546    ,22568    
1449675506739    ,1449675554146    ,47407    
1449675892722    ,1449675915367    ,22645    
1449675476686    ,1449675510766    ,34080    
1449675877643    ,1449675900491    ,22848    
1449675555880    ,1449675600291    ,44411    
1449675949837    ,1449675973307    ,23470    
1449675538826    ,1449675573479    ,34653    
1449675921772    ,1449675953641    ,31869    
1449675786458    ,1449675818496    ,32038    
1449675770408    ,1449675793406    ,22998    
1449675435758    ,1449675503396    ,67638    
1449675843575    ,1449675866641    ,23066    
1449675818532    ,1449675851941    ,33409    
1449675698226    ,1449675721196    ,22970    
1449675679182    ,1449675711970    ,32788    
1449675747363    ,1449675781734    ,34371    
1449675717272    ,1449675752185    ,34913    
1449675988921    ,1449676023834    ,34913    
1449675601999    ,1449675648017    ,46018    
1449675959860    ,1449675994496    ,34636    
1449675574918    ,1449675609495    ,34577    
1449675647120    ,1449675671751    ,24631    
1449676013967    ,1449676036779    ,22812    
1449675612023    ,1449675646465    ,34442    
1449675889725    ,1449675921349    ,31624    
1449675505752    ,1449675555251    ,49499    
1449675868642    ,1449675891098    ,22456    
1449675476690    ,1449675511565    ,34875    
1449675941818    ,1449675964549    ,22731    
1449675554870    ,1449675599984    ,45114    
1449675920771    ,1449675952022    ,31251    
1449675514770    ,1449675563666    ,48896    
